-122.4259,37.7746
-122.4244,37.8004
-122.427,37.8009
-122.4387,37.7715
-122.4033,37.7134
-122.4233,37.7251
-122.3713,37.7276
-122.5082,37.7766
-122.4191,37.8078
-122.488,37.7377
-122.4124,37.783
-122.4329,37.7844
-122.3977,37.7299
-122.3837,37.7432
-122.4126,37.7839
-122.4217,37.7428
-122.3864,37.739
-122.4122,37.7826
-122.4494,37.7427
-122.4203,37.7473
-122.436,37.7998
-122.4105,37.786
-122.431,37.7874
-122.4237,37.7326
-122.4758,37.7449
-122.4998,37.7485
-122.431,37.783
-122.4352,37.7618
-122.4327,37.7838
-122.4313,37.7859
-122.3918,37.7781
-122.4318,37.7956
-122.4306,37.7893
-122.4732,37.7216
-122.4324,37.7108
-122.4053,37.7863
-122.4221,37.773
-122.4064,37.786
-122.3994,37.7302
-122.4152,37.7889
-122.4237,37.7352
-122.4718,37.7657
-122.4086,37.7892
-122.4478,37.7698
-122.3987,37.7547
-122.4033,37.7873
-122.3976,37.7774
-122.4203,37.7718
-122.3998,37.788
-122.4214,37.7857
-122.4113,37.7716
-122.428,37.785
-122.4007,37.7907
-122.4129,37.7897
-122.3951,37.7941
-122.4116,37.7718
-122.4749,37.727
-122.4162,37.7849
-122.396,37.7788
-122.4341,37.786
-122.3971,37.7228
-122.4226,37.7488
-122.407,37.7894
-122.4197,37.7659
-122.4425,37.7605
-122.3964,37.7792
-122.4136,37.7638
-122.402,37.7975
-122.4214,37.7946
-122.4143,37.7818
-122.4115,37.7478
-122.437,37.7792
-122.5136,37.7785
-122.4179,37.7266
-122.4057,37.7915
-122.4207,37.7815
-122.4151,37.7837
-122.467,37.7397
-122.4178,37.8013
-122.4202,37.8048
-122.4041,37.7288
-122.415,37.7508
-122.4095,37.7815
-122.3876,37.7605
-122.4353,37.7641
-122.4514,37.7752
-122.4185,37.805
-122.4154,37.7783
-122.407,37.7997
-122.4225,37.7869
-122.3818,37.7311
-122.4156,37.7864
-122.4662,37.7725
-122.409,37.7993
-122.4227,37.7439
-122.4142,37.7837
-122.4157,37.7754
-122.4191,37.7594
-122.4168,37.7349
-122.4125,37.7706
-122.4035,37.7545
-122.4101,37.7842
-122.4133,37.7871
-122.4077,37.7802
-122.432,37.78
-122.4132,37.7371
-122.4235,37.7407
-122.4256,37.7774
-122.4163,37.8062
-122.4997,37.7804
-122.4309,37.7644
-122.4132,37.7867
-122.435,37.7243
-122.4175,37.7392
-122.4319,37.7707
-122.4075,37.7922
-122.4058,37.7857
-122.4506,37.7753
-122.3963,37.7834
-122.4072,37.7904
-122.4266,37.7684
-122.433,37.7185
-122.4316,37.7863
-122.4034,37.7754
-122.4348,37.7226
-122.4043,37.7387
-122.4212,37.7453
-122.3958,37.7924
-122.4451,37.7629
-122.4178,37.8015
-122.5102,37.7672
-122.376,37.7302
-122.4545,37.7411
-122.4478,37.7418
-122.4347,37.7889
-122.4314,37.722
-122.4143,37.7799
-122.4125,37.7805
-122.421,37.8047
-122.4409,37.7775
-122.4196,37.802
-122.3977,37.76
-122.4066,37.7572
-122.3963,37.7505
-122.4078,37.7851
-122.4238,37.789
-122.4281,37.7896
-122.3921,37.73
-122.4147,37.7787
-122.4213,37.7771
-122.4153,37.7807
-122.4238,37.8062
-122.4314,37.7854
-122.4065,37.7827
-122.4023,37.7812
-122.4156,37.7788
-122.4098,37.78
-122.4491,37.7698
-122.4178,37.7803
-122.4652,37.7726
-122.4583,37.7298
-122.5059,37.7744
-122.4146,37.7525
-122.4607,37.7249
-122.4059,37.7867
-122.4483,37.8043
-122.4243,37.7273
-122.3895,37.7725
-122.3997,37.795
-122.4319,37.7862
-122.4451,37.7338
-122.4231,37.7385
-122.4845,37.7351
-122.4128,37.8058
-122.4155,37.7817
-122.3952,37.7843
-122.418,37.8022
-122.4829,37.754
-122.418,37.7813
-122.4195,37.7634
-122.4342,37.7912
-122.4344,37.7912
-122.4449,37.7345
-122.3995,37.7881
-122.4093,37.7843
-122.4869,37.78
-122.4231,37.7774
-122.4043,37.7845
-122.4777,37.7636
-122.374,37.7292
-122.4069,37.7887
-122.4757,37.7654
-122.3974,37.7684
-122.4243,37.745
-122.4199,37.7907
-122.472,37.7854
-122.4098,37.7985
-122.4205,37.711
-122.4047,37.7706
-122.4364,37.7723
-122.409,37.7811
-122.4174,37.7829
-122.413,37.7739
-122.412,37.8015
-122.4363,37.7428
-122.4193,37.7836
-122.4872,37.7528
-122.4146,37.7895
-122.4217,37.7633
-122.4137,37.7891
-122.4184,37.7833
-122.4202,37.799
-122.4195,37.7642
-122.4849,37.782
-122.4175,37.7531
-122.4535,37.7692
-122.4137,37.7347
-122.4229,37.7395
-122.4127,37.8006
-122.4194,37.761
-122.4497,37.7098
-122.4254,37.7766
-122.4128,37.7849
-122.3953,37.7793
-122.4387,37.7797
-122.4678,37.7555
-122.4162,37.7892
-122.4234,37.7957
-122.421,37.7838
-122.4133,37.7915
-122.4225,37.748
-122.427,37.7692
-122.4171,37.7122
-122.4381,37.7806
-122.4141,37.7525
-122.4046,37.7421
-122.4055,37.7543
-122.3932,37.792
-122.4448,37.7683
-122.4065,37.8013
-122.4098,37.7764
-122.4095,37.7858
-122.4061,37.7323
-122.4621,37.7801
-122.4063,37.7685
-122.5086,37.7761
-122.4074,37.7756
-122.4555,37.7862
-122.4482,37.7718
-122.4053,37.7537
-122.4232,37.7778
-122.4223,37.7779
-122.4436,37.764
-122.4204,37.7848
-122.4122,37.7821
-122.4197,37.7747
-122.4261,37.734
-122.4512,37.7196
-122.4199,37.7861
-122.4749,37.7608
-122.3936,37.7637
-122.4915,37.7386
-122.407,37.7899
-122.478,37.7457
-122.5063,37.7511
-122.4906,37.7405
-122.4336,37.7148
-122.414,37.7867
-122.4142,37.7875
-122.402,37.7862
-122.4753,37.7375
-122.4187,37.7475
-122.4155,37.7898
-122.4025,37.776
-122.4238,37.7616
-122.4698,37.7817
-122.4118,37.7841
-122.436,37.7231
-122.4389,37.772
-122.3972,37.7535
-122.419,37.7635
-122.4528,37.7745
-122.4083,37.7855
-122.404,37.7161
-122.4574,37.7098
-122.3883,37.74
-122.4766,37.7561
-122.3984,37.7834
-122.4277,37.7683
-122.4194,37.7498
-122.4039,37.7905
-122.4063,37.753
-122.4199,37.7868
-122.4022,37.798
-122.4356,37.7235
-122.4376,37.7865
-122.4499,37.7414
-122.4398,37.7101
-122.4667,37.7142
-122.4669,37.7565
-122.4312,37.7684
-122.3929,37.7935
-122.4163,37.8063
-122.4654,37.7819
-122.4205,37.7447
-122.4222,37.7681
-122.4556,37.7239
-122.4017,37.8004
-122.4039,37.7282
-122.4203,37.7744
-122.397,37.7928
-122.4209,37.7122
-122.5026,37.7447
-122.5047,37.7446
-122.4386,37.7216
-122.4248,37.7486
-122.4083,37.7468
-122.3907,37.7539
-122.4353,37.7521
-122.4464,37.7502
-122.3905,37.7375
-122.4222,37.8064
-122.4659,37.7575
-122.4238,37.7768
